琅	1555
善	644
备	1113
骆	2117
很	232
妖	1185
耍	2243
嬛	2082
咚	809
庞	2083
营	1135
斤	2298
温	732
侨	1880
猫	1384
穆	2363
冬	1045
锯	1272
皮	554
娱	1252
嘟	1803
栽	2459
烂	1260
奇	535
糊	1510
敏	1430
体	121
棒	850
族	2199
筛	1710
姜	2005
點	2065
藤	1551
卫	1216
泪	1614
灭	1782
目	382
巴	474
死	902
邃	1923
厅	2182
蒋	899
融	1383
谐	1881
写	441
岛	827
诛	1482
患	2271
接	561
产	518
账	448
犯	1651
厉	1504
宵	2154
收	39
治	2006
挺	1115
辽	1024
呀	297
秉	2089
苏	1558
慎	1299
跑	752
毕	1001
盗	449
博	1026
耻	2171
竟	966
神	285
①	1896
表	646
歪	2150
短	45
噬	2285
兮	1196
己	230
署	2469
嘿	2377
追	1465
锁	502
汪	2486
包	751
热	1257
服	436
戏	1018
酬	2230
栓	2181
檔	1751
厚	2018
府	491
组	1845
蔡	1677
#	1447
挥	1621
护	1342
丧	2048
梨	1440
含	982
伽	1348
狄	1208
奉	2036
浑	2174
络	509
副	1269
峰	633
时	138
载	156
身	894
销	812
錄	1912
将	403
斋	2246
掏	1806
怎	49
吖	1655
儘	735
刚	176
报	566
侧	2470
横	1568
环	370
細	1624
脸	873
似	985
访	2374
品	519
倍	640
描	839
绝	913
｜	2381
令	1145
臣	2226
拥	1296
牧	1765
姑	1974
园	726
睬	1321
可	23
干	1129
ù	1420
添	546
艺	1094
份	895
玄	1870
馈	415
民	115
互	1067
咖	1124
這	1330
帝	662
增	426
嗨	2333
杆	2347
錯	2349
邮	195
就	77
珉	2487
纲	1101
活	750
丽	1006
滋	1178
直	242
元	631
婷	1540
胎	1852
評	1905
比	620
块	1282
す	2033
飞	401
葡	1266
无	201
山	1199
女	288
辨	2254
梁	1044
内	185
安	570
萌	721
熬	2492
辑	265
渐	2278
塾	2114
唯	676
霖	1545
刘	595
盛	2465
碟	2447
映	1073
让	377
褪	2422
听	40
瑜	1427
破	95
莹	2449
亻	2168
款	528
陀	863
い	2031
蛋	769
压	1538
惏	2267
近	309
乐	31
浒	1010
衔	2156
叙	1641
党	2104
川	1198
食	1412
敢	949
车	690
闭	252
鹰	1987
舒	703
任	618
省	716
刃	2437
喂	2142
宗	1429
將	1750
妊	778
莎	1984
休	1818
源	736
樓	1626
吗	93
匙	2413
鲜	2264
实	686
蜡	1840
肤	555
辦	1595
咬	711
玮	1240
弱	2304
蹉	1171
稳	1515
網	2126
з	2379
架	155
茹	2368
主	167
设	19
雀	1776
充	465
忆	253
等	36
晋	1994
凌	2219
裔	1689
呗	1099
寞	1139
条	305
扣	538
既	1486
胤	1895
灯	1175
影	223
已	102
臺	2445
購	1395
课	191
需	192
傅	1815
戎	1683
云	663
疗	2365
倚	983
肥	573
愤	2446
冯	1823
茉	2291
害	669
头	26
抹	1584
:	696
下	154
雁	1829
着	307
熊	1828
兄	1083
叠	1851
操	942
敌	2378
扎	2134
滑	2140
佐	1056
做	237
鼠	2177
租	1279
③	1898
Ⅴ	1914
书	395
矫	2479
哭	939
凯	1362
彰	2212
奴	2266
晶	2323
苹	1317
泽	2306
瘁	2428
熄	1781
庆	1074
守	943
朋	238
斌	1149
意	99
丑	1445
沒	734
则	651
；	1807
尝	1190
够	1043
挣	2159
%	1224
货	1475
亦	702
讨	867
吭	1741
借	719
肺	2418
秋	1929
練	1747
千	1014
酷	1168
细	431
婉	2188
运	416
盖	1687
牙	890
变	639
巜	1623
竞	1774
柠	817
荣	1060
恥	2025
桀	1723
狮	1837
页	82
敷	1665
批	866
轻	1226
汽	1617
西	54
禁	826
待	980
合	572
袋	1270
琴	1847
亏	1361
耐	1527
窗	1038
外	406
欢	487
两	653
萨	1704
未	744
箭	2228
纯	1197
咳	2203
阴	741
永	1121
放	107
私	1286
础	212
魂	795
必	299
勇	1841
兆	1456
呈	2145
坊	1809
词	525
济	656
恐	885
祖	1675
盟	1090
止	331
早	492
士	516
马	324
灰	1842
韵	2115
替	2075
噪	1891
庄	1046
切	1020
唉	2366
针	2383
踏	2332
脑	302
排	316
首	498
粘	2038
逛	768
龚	1005
队	1428
订	88
交	447
草	262
琳	1176
玲	1433
嚴	1401
费	183
总	225
祁	1919
寂	1138
黄	802
片	837
准	685
哈	1254
乏	1660
慑	2497
插	754
驗	1790
询	1009
级	85
执	1144
填	335
差	772
共	530
味	617
史	137
围	909
拼	1946
弄	553
率	42
逆	2218
钉	1461
見	1405
認	1787
戒	1052
蚕	1718
朔	659
算	539
砖	2158
军	1436
猜	1784
垟	2450
吞	1468
趣	1793
伤	1449
控	1380
第	536
瓜	1918
邱	1901
琉	2240
油	1939
为	105
抽	1526
壁	1740
歌	1150
惑	2074
漏	2039
祥	1075
卜	2050
域	989
瑞	1518
們	1598
以	24
羽	277
孬	1989
兰	596
芒	2439
请	47
浸	2404
臻	2147
码	68
骂	1354
帅	1757
径	461
吉	715
伏	1424
蔓	1813
抒	1825
颖	1722
篮	2356
初	314
真	820
校	1657
责	854
严	824
悦	1875
夫	1195
週	1960
冰	2321
申	298
劲	917
阵	1783
土	1862
酵	2375
人	443
秀	1528
鹅	709
升	84
益	1017
诌	2232
住	753
拒	912
晕	1027
柔	2043
字	141
坟	1201
衡	292
淑	1421
翠	1933
荧	1505
摩	1387
旨	954
驭	1804
凰	2183
避	1824
豹	1107
试	208
腻	2119
板	1295
宁	445
稀	1509
射	2256
匆	2062
嘈	2488
成	244
颗	1618
龙	860
帘	2258
力	214
钟	506
霞	1983
计	531
谤	1290
昨	869
到	44
吴	455
边	929
游	1071
怼	2192
练	1762
巅	632
陈	1003
請	1402
啊	476
行	417
低	1448
藕	2431
摔	2092
策	1352
忙	522
停	226
哟	2419
非	606
诡	2475
代	774
躺	2453
汤	1467
晨	1519
硬	2113
置	20
迹	1159
恼	1078
松	2063
布	1059
如	129
紅	1625
历	136
眉	971
喊	2236
植	1182
挑	392
易	479
→	1876
※	2276
幅	2430
创	793
順	2348
次	65
渣	666
败	513
性	825
薪	1817
微	569
阳	189
冲	1385
电	301
样	22
魁	2371
遇	1341
漠	1920
盈	1645
晓	456
懒	1062
默	483
牛	679
澄	2313
饭	626
危	1507
衷	1229
诶	2202
突	267
堂	845
約	2390
分	393
圈	925
残	1661
吊	1258
与	682
抑	1705
怒	2360
庙	2288
弘	745
玛	668
尚	2061
ゝ	2454
欠	2207
辣	1172
蠢	2468
贤	1548
木	1619
宫	1004
帮	385
励	1155
甴	2020
显	249
嫁	995
心	179
變	1261
采	931
毋	1297
告	222
乎	986
荐	1517
恒	1392
给	378
郝	1658
兜	544
泥	1588
赤	2107
杨	598
寫	1773
郦	1439
印	1164
音	11
痨	1606
決	2125
能	2
威	1194
简	613
弃	1338
颂	1549
嘉	1042
于	389
我	131
蜓	1485
;	2339
猛	2179
农	1695
生	53
模	206
愧	1246
芦	1979
馬	2391
累	1579
爱	490
现	187
圳	1032
傲	2494
吵	2057
丹	1166
妞	2037
耽	325
政	1351
節	1396
居	733
衍	1666
赏	583
从	132
提	37
套	1035
忘	1109
回	76
佣	1353
慧	2307
苦	1077
孫	2086
台	111
靳	2270
呵	1386
间	29
楷	1839
聽	1628
曾	621
綁	1331
境	1053
异	157
宅	1857
皇	1800
醉	1114
〈	2440
斑	2149
店	1541
妙	582
功	245
涡	2014
漢	2087
暧	2072
(	674
挪	2229
央	1034
喱	2478
傳	1744
露	634
核	282
欺	1235
局	374
商	1136
凉	884
半	700
乌	2252
靛	2495
扔	1570
缠	1928
募	2160
煞	2055
淡	834
池	2432
该	433
敦	1921
端	1127
瑰	1935
鉴	1464
价	542
赶	1374
拍	1273
拿	1706
腾	400
疆	1055
谋	588
伍	2281
二	688
题	124
君	748
定	7
障	1151
贡	2425
誤	2224
昧	2073
薦	2388
您	258
措	1343
妮	2201
唱	1177
论	1002
朽	2216
房	1470
憾	1812
管	477
魅	1697
乘	1419
光	1125
烈	1643
珊	1340
位	527
救	2385
拔	1574
飘	2303
档	1076
步	624
旦	765
彭	2372
習	1748
裸	2108
诺	1243
曼	420
承	1242
鲁	1153
妃	1699
市	921
理	128
趋	1819
投	936
得	228
尖	1609
墙	2460
原	158
馄	2483
没	169
丢	480
截	1514
庭	1388
钱	521
田	725
决	380
防	1676
劵	1838
>	1455
幂	2489
先	1015
仍	1471
每	10
荔	840
志	961
丸	2122
骗	1063
婚	997
泡	958
赠	723
解	379
此	806
续	217
彬	1620
确	710
啰	2045
却	560
迷	1724
楸	2312
封	452
毁	1289
震	2193
选	434
不	43
良	1544
弗	2491
骚	2060
认	168
)	906
紫	1936
荆	2128
席	499
爵	2044
根	60
攻	1534
屁	2151
寄	196
均	973
测	681
乍	2443
桌	993
鹿	2320
罗	1096
鳖	2382
秘	1506
象	510
擦	2482
恩	1998
呱	2225
关	213
酒	1937
牵	664
虽	246
征	1780
圆	2317
玉	1356
事	293
抓	1304
—	1656
粗	2299
编	210
娘	1256
多	442
喝	766
苛	2331
澡	2343
渠	1810
财	336
尬	1760
劳	1473
甲	1794
况	269
買	1406
施	1344
肿	1142
翁	1581
叉	1980
版	122
介	1248
虐	1416
联	548
箸	2309
四	505
呜	407
烟	2436
卞	1827
信	46
习	578
赢	1768
僧	1860
菩	1971
巭	1988
▼	1908
側	2438
佶	2130
饨	2484
预	558
」	979
冊	1329
貌	1743
栏	440
悔	1692
嘛	312
速	494
樣	1597
谷	372
蔽	923
之	87
释	1477
村	1714
打	215
慕	409
孙	922
高	38
铜	1738
た	2022
拨	1316
自	145
|	2167
困	1165
兵	788
歹	1754
开	25
它	675
处	127
例	647
逊	1647
暑	2178
莓	1872
钝	1494
甜	1941
亡	2208
传	243
谢	199
挨	1742
怪	471
地	580
串	2213
丶	951
蒽	2462
层	1203
陆	630
午	1079
赌	2456
材	198
站	963
存	261
满	1432
你	193
旧	600
择	435
麽	2161
快	148
聪	1612
积	739
物	592
右	508
冒	1069
僵	2345
兴	1792
混	1670
找	289
币	1335
往	1108
妄	955
皆	1573
炊	1483
谍	2194
咱	1844
蘑	2471
析	394
撒	1259
怕	1602
官	500
喜	323
办	534
渡	1422
侠	972
欣	1691
∩	1735
推	1237
贷	1821
奈	1520
许	1278
蜻	1484
落	871
於	1786
愿	1531
繁	1469
海	362
集	219
又	180
虑	473
某	978
津	927
睛	1878
關	1785
乡	1460
正	151
波	457
补	807
'	1091
扩	2342
即	1403
哲	1481
灵	1466
起	870
件	462
诸	1886
拾	2282
魔	1215
